0	0.031275113	0.1	0	1.00E+10
1	0.031275907	0.1	0	1.00E+10
2	0.031276701	0.1	0	1.00E+10
3	0.031277495	0.1	0	1.00E+10
4	0.031278289	0.1	0	1.00E+10
5	0.031279083	0.1	0	1.00E+10
6	0.031279876	0.1	0	1.00E+10
7	0.03128067	0.1	0	1.00E+10
8	0.031281464	0.1	0	1.00E+10
9	0.031282258	0.1	0	1.00E+10
10	0.031283052	0.1	0	1.00E+10
11	0.031283846	0.1	0	1.00E+10
12	0.03128464	0.1	0	1.00E+10
13	0.031285433	0.1	0	1.00E+10
14	0.031286227	0.1	0	1.00E+10
15	0.031287021	0.1	0	1.00E+10
16	0.093773738	0.1	0	1.00E+10
17	0.093774532	0.1	0	1.00E+10
18	0.093775326	0.1	0	1.00E+10
19	0.09377612	0.1	0	1.00E+10
20	0.093776914	0.1	0	1.00E+10
21	0.093777708	0.1	0	1.00E+10
22	0.093778501	0.1	0	1.00E+10
23	0.093779295	0.1	0	1.00E+10
24	0.093780089	0.1	0	1.00E+10
25	0.093780883	0.1	0	1.00E+10
26	0.093781677	0.1	0	1.00E+10
27	0.093782471	0.1	0	1.00E+10
28	0.093783265	0.1	0	1.00E+10
29	0.093784058	0.1	0	1.00E+10
30	0.093784852	0.1	0	1.00E+10
31	0.093785646	0.1	0	1.00E+10
32	0.156272363	0.1	0	1.00E+10
33	0.156273157	0.1	0	1.00E+10
34	0.156273951	0.1	0	1.00E+10
35	0.156274745	0.1	0	1.00E+10
36	0.156275539	0.1	0	1.00E+10
37	0.156276333	0.1	0	1.00E+10
38	0.156277126	0.1	0	1.00E+10
39	0.15627792	0.1	0	1.00E+10
40	0.156278714	0.1	0	1.00E+10
41	0.156279508	0.1	0	1.00E+10
42	0.156280302	0.1	0	1.00E+10
43	0.156281096	0.1	0	1.00E+10
44	0.15628189	0.1	0	1.00E+10
45	0.156282683	0.1	0	1.00E+10
46	0.156283477	0.1	0	1.00E+10
47	0.156284271	0.1	0	1.00E+10
48	0.218770988	0.1	0	1.00E+10
49	0.218771782	0.1	0	1.00E+10
50	0.218772576	0.1	0	1.00E+10
51	0.21877337	0.1	0	1.00E+10
52	0.218774164	0.1	0	1.00E+10
53	0.218774957	0.1	0	1.00E+10
54	0.218775751	0.1	0	1.00E+10
55	0.218776545	0.1	0	1.00E+10
56	0.218777339	0.1	0	1.00E+10
57	0.218778133	0.1	0	1.00E+10
58	0.218778927	0.1	0	1.00E+10
59	0.218779721	0.1	0	1.00E+10
60	0.218780515	0.1	0	1.00E+10
61	0.218781308	0.1	0	1.00E+10
62	0.218782102	0.1	0	1.00E+10
63	0.218782896	0.1	0	1.00E+10
64	0.281269613	0.1	0	1.00E+10
65	0.281270407	0.1	0	1.00E+10
66	0.281271201	0.1	0	1.00E+10
67	0.281271995	0.1	0	1.00E+10
68	0.281272789	0.1	0	1.00E+10
69	0.281273582	0.1	0	1.00E+10
70	0.281274376	0.1	0	1.00E+10
71	0.28127517	0.1	0	1.00E+10
72	0.281275964	0.1	0	1.00E+10
73	0.281276758	0.1	0	1.00E+10
74	0.281277552	0.1	0	1.00E+10
75	0.281278346	0.1	0	1.00E+10
76	0.28127914	0.1	0	1.00E+10
77	0.281279933	0.1	0	1.00E+10
78	0.281280727	0.1	0	1.00E+10
79	0.281281521	0.1	0	1.00E+10
80	0.343768238	0.1	0	1.00E+10
81	0.343769032	0.1	0	1.00E+10
82	0.343769826	0.1	0	1.00E+10
83	0.34377062	0.1	0	1.00E+10
84	0.343771414	0.1	0	1.00E+10
85	0.343772207	0.1	0	1.00E+10
86	0.343773001	0.1	0	1.00E+10
87	0.343773795	0.1	0	1.00E+10
88	0.343774589	0.1	0	1.00E+10
89	0.343775383	0.1	0	1.00E+10
90	0.343776177	0.1	0	1.00E+10
91	0.343776971	0.1	0	1.00E+10
92	0.343777765	0.1	0	1.00E+10
93	0.343778558	0.1	0	1.00E+10
94	0.343779352	0.1	0	1.00E+10
95	0.343780146	0.1	0	1.00E+10
96	0.406266863	0.1	0	1.00E+10
97	0.406267657	0.1	0	1.00E+10
98	0.406268451	0.1	0	1.00E+10
99	0.406269245	0.1	0	1.00E+10
100	0.406270039	0.1	0	1.00E+10
101	0.406270832	0.1	0	1.00E+10
102	0.406271626	0.1	0	1.00E+10
103	0.40627242	0.1	0	1.00E+10
104	0.406273214	0.1	0	1.00E+10
105	0.406274008	0.1	0	1.00E+10
106	0.406274802	0.1	0	1.00E+10
107	0.406275596	0.1	0	1.00E+10
108	0.40627639	0.1	0	1.00E+10
109	0.406277183	0.1	0	1.00E+10
110	0.406277977	0.1	0	1.00E+10
111	0.406278771	0.1	0	1.00E+10
112	0.468765488	0.1	0	1.00E+10
